,Glucose,Ethanol,Acetate,Maltose
YDR524w-a,0.01164,0.01245,0.01141,0.01094
YDR524c-a,0.52089,0.69004,0.71776,0.63530
YDL048C,0.01609,0.00517,0.00383,0.00562
YDR511W,0.05805,0.01750,0.01721,0.02371
YDR512C,0.04668,0.01936,0.01513,0.01729
YDR513W,0.22064,0.08634,0.06930,0.11608
YDR514C,0.01944,0.00668,0.00958,0.00804
YDR515W,0.00506,0.00300,0.00260,0.00188
YDR516C,0.08229,0.02140,0.01615,0.03481
YDR517W,0.03248,0.00874,0.00758,0.01184
YDR518W,0.00868,0.00456,0.00349,0.00478
YDR519W,0.08680,0.03125,0.02918,0.03172
YDR520C,0.01434,0.00608,0.00606,0.00397
YDR521W,0.00059,0.00028,0.00026,0.00026
YDR522C,0.00020,0.00006,0.00006,0.00010
YDR523C,0.00312,0.00160,0.00121,0.00136
YDR524C,0.00995,0.00470,0.00477,0.00456
YDR525W,0.00059,0.00018,0.00048,0.00025
YDR526C,0.00126,0.00088,0.00043,0.00098
YDR527W,0.00532,0.00245,0.00258,0.00162
YDR528W,0.00710,0.00299,0.00271,0.00248
YDR529C,0.53456,0.24965,0.22204,0.31703
YDR530C,0.01509,0.00653,0.00482,0.00570
YDR531W,0.13774,0.06665,0.05567,0.07232
YDR532C,0.00282,0.00153,0.00131,0.00115
YDR533C,0.10815,0.02873,0.02122,0.07571
YDR489W,0.00800,0.00263,0.00187,0.00217
YDR490C,0.02740,0.01303,0.01032,0.00900
YDR491C,0.00251,0.00144,0.00130,0.00102
YDR492W,0.12034,0.05759,0.05504,0.05089
YDR493W,0.03631,0.01133,0.01066,0.01495
YDR494W,0.05237,0.01689,0.01886,0.02641
YDR495C,0.00352,0.00153,0.00142,0.00085
YDR496C,0.00953,0.00385,0.00309,0.00326
YDR497C,0.47910,0.14009,0.12127,0.18287
YDR498C,0.05230,0.03485,0.03056,0.02364
YDR499W,0.01196,0.00538,0.00493,0.00401
YDR500C,0.56569,0.30499,0.28899,0.36787
YDR501W,0.00424,0.00132,0.00122,0.00088
YDR502C,0.27091,0.08107,0.08286,0.10726
YDR503C,0.00794,0.00314,0.00310,0.00329
YDR504C,0.05905,0.02971,0.03185,0.02973
YDR505C,0.00939,0.00313,0.00425,0.00433
YDR506C,0.01159,0.00369,0.00332,0.00563
YDR507C,0.03347,0.01116,0.00976,0.00926
YDR508C,0.02112,0.00468,0.00406,0.00608
YDR509W,0.00030,0.00005,0.00023,0.00010
YDR510W,0.09970,0.03520,0.02548,0.04265
YDR466W,0.03360,0.01451,0.01378,0.01084
YDR467C,0.00116,0.00335,0.00223,0.00100
YDR468C,0.02171,0.00737,0.00745,0.00777
YDR469W,0.01184,0.00383,0.00382,0.00443
YDR470C,0.00242,0.00087,0.00097,0.00091
YDR471W,0.38650,0.13299,0.13515,0.19249
YDR472W,0.01774,0.00607,0.00564,0.00763
YDR473C,0.01900,0.00665,0.00623,0.00645
YDR474C,0.02235,0.00744,0.00566,0.00648
YDR475C,0.00063,0.00025,0.00013,0.00052
YDR476C,0.12390,0.03150,0.02585,0.04525
YDR477W,0.03469,0.01729,0.01445,0.01189
YDR478W,0.01775,0.00715,0.00723,0.00612
YDR479C,0.02147,0.01131,0.01080,0.01034
YDR480W,0.01774,0.00598,0.00576,0.00774
YDR481C,0.02472,0.01267,0.00984,0.01223
YDR482C,0.04376,0.01336,0.01243,0.01677
YDR483W,0.07844,0.03229,0.02622,0.03873
YDR484W,0.00774,0.00348,0.00330,0.00221
YDR485C,0.01971,0.00623,0.00585,0.00782
YDR486C,0.07191,0.02744,0.02080,0.03388
YDR487C,0.11828,0.03511,0.02537,0.04451
YDR488C,0.01532,0.00480,0.00301,0.00467
YDR442W,0.00067,0.00013,0.00054,0.00025
YDR443C,0.01991,0.00557,0.00366,0.00547
YDR444W,0.01232,0.00515,0.00432,0.00453
YDR445C,0.00148,0.00169,0.00210,0.00128
YDR446W,0.00092,0.00019,0.00035,0.00080
YDR448W,0.01261,0.00496,0.00419,0.00390
YDR449C,0.00739,0.00295,0.00286,0.00252
YDR451C,0.02975,0.00669,0.00601,0.00560
YDR452W,0.05468,0.02421,0.02573,0.02495
YDR453C,0.03426,0.00529,0.00427,0.02396
YDR454C,0.27824,0.08509,0.09226,0.12156
YDR455C,0.00052,0.00023,0.00029,0.00017
YDR456W,0.04384,0.01350,0.01193,0.01526
YDR457W,0.04650,0.02108,0.02080,0.01836
YDR458C,0.00699,0.00257,0.00293,0.00237
YDR459C,0.00878,0.00425,0.00407,0.00475
YDR460W,0.02388,0.01040,0.00861,0.00913
YDR461W,0.32564,0.08908,0.07502,0.15832
YDR462W,0.06127,0.02196,0.01707,0.02462
YDR463W,0.03985,0.01670,0.01367,0.01705
YDR464W,0.01150,0.00423,0.00366,0.00415
YDR465C,0.07202,0.01706,0.01911,0.02263
YDR420W,0.01054,0.00491,0.00420,0.00395
YDR421W,0.00374,0.00154,0.00170,0.00112
YDR422C,0.00807,0.00349,0.00316,0.00247
YDR423C,0.02384,0.01155,0.00935,0.00765
YDR424C,0.16667,0.08965,0.08461,0.08693
YDR425W,0.00781,0.00343,0.00272,0.00261
YDR426C,0.00075,0.00116,0.00078,0.00059
YDR427W,0.07021,0.02751,0.02855,0.02925
YDR428C,0.02043,0.00975,0.01079,0.00677
YDR429C,0.26340,0.07253,0.06748,0.11501
YDR430C,0.00998,0.00605,0.00403,0.00385
YDR431W,0.00024,0.00020,0.00007,0.00012
YDR432W,0.11078,0.03942,0.02983,0.05252
YDR433W,0.56928,0.20403,0.14870,0.28256
YDR434W,0.02499,0.01068,0.01105,0.00968
YDR435C,0.02019,0.00737,0.00805,0.00742
YDR436W,0.02623,0.01103,0.01020,0.01007
YDR437W,0.00168,0.00018,0.00039,0.00131
YDR438W,0.01203,0.00489,0.00495,0.00512
YDR439W,0.00435,0.00213,0.00142,0.00142
YDR440W,0.00767,0.00435,0.00465,0.00361
YDR441C,0.02452,0.00979,0.00802,0.00959
YDR398W,0.02720,0.00690,0.00605,0.00770
YDR399W,0.16683,0.05878,0.05765,0.07398
YDR400W,0.01309,0.00370,0.00409,0.00391
YDR402C,0.00100,0.00087,0.00073,0.00054
YDR401W,0.00278,0.00141,0.00189,0.00213
YDR403W,0.00243,0.00121,0.00122,0.00085
YDR404C,0.06709,0.01912,0.01991,0.02399
YDR405W,0.02831,0.00684,0.00409,0.00768
YDR406W,0.01219,0.00790,0.00445,0.00673
YDR407C,0.02411,0.00929,0.00915,0.00716
YDR408C,0.12814,0.04383,0.03703,0.04726
YDR409W,0.00461,0.00238,0.00197,0.00160
YDR410C,0.03246,0.01149,0.01089,0.01303
YDR411C,0.10040,0.05044,0.03972,0.04523
YDR413C,0.00285,0.00144,0.00189,0.00110
YDR412W,0.00776,0.00249,0.00265,0.00323
YDR414C,0.00560,0.00288,0.00330,0.00172
YDR415C,0.02252,0.01144,0.01057,0.01072
YDR416W,0.01644,0.00650,0.00646,0.00628
YDR417C,0.00273,0.00177,0.00243,0.00167
YDR418W,0.37958,0.13556,0.13062,0.19113
YDR419W,0.00504,0.00073,0.00135,0.00132
YDR375C,0.02149,0.00805,0.00725,0.00876
YDR376W,0.03627,0.01658,0.01648,0.01477
YDR377W,0.14481,0.06571,0.07150,0.07148
YDR378C,0.03396,0.01479,0.01441,0.01444
YDR379W,0.01509,0.00361,0.00446,0.00536
YDR380W,0.01808,0.01355,0.00816,0.00805
YDR381W,0.13417,0.03627,0.03585,0.07494
YDR382W,0.66196,0.32156,0.31405,0.45385
YDR383C,0.00366,0.00134,0.00104,0.00132
YDR384C,0.41583,0.26484,0.20030,0.22010
YDR386W,0.00251,0.00090,0.00070,0.00090
YDR387C,0.00767,0.00283,0.00263,0.00314
YDR388W,0.12514,0.03445,0.02483,0.05255
YDR389W,0.01257,0.00526,0.00411,0.00389
YDR390C,0.01851,0.00756,0.00593,0.00487
YDR391C,0.01415,0.00454,0.00394,0.00619
YDR392W,0.01027,0.00351,0.00378,0.00368
YDR393W,0.00606,0.00271,0.00315,0.00207
YDR394W,0.07864,0.03445,0.02815,0.03121
YDR395W,0.02283,0.00853,0.00909,0.00889
YDR396W,0.00638,0.00471,0.00458,0.00407
YDR397C,0.03170,0.01275,0.01156,0.01392
YDR354W,0.05694,0.01625,0.00864,0.02701
YDR355C,0.00111,0.00024,0.00050,0.00048
YDR356W,0.00991,0.00247,0.00250,0.00232
YDR357C,0.09257,0.03372,0.03136,0.02938
YDR358W,0.04548,0.01180,0.00893,0.01724
YDR359C,0.02849,0.00968,0.00749,0.01281
YDR360W,0.00064,0.00020,0.00024,0.00004
YDR361C,0.02519,0.01094,0.01180,0.01040
YDR362C,0.01556,0.00596,0.00544,0.00385
YDR363W,0.00409,0.00116,0.00124,0.00146
YDR363W-A,0.07601,0.02858,0.03001,0.03023
YDR364C,0.01526,0.00345,0.00362,0.00633
YDR365C,0.04156,0.01722,0.01973,0.01608
YDR366C,0.00189,0.00097,0.00096,0.00072
YDR367W,0.01174,0.00618,0.00550,0.00422
YDR368W,0.05698,0.01942,0.01624,0.02512
YDR369C,0.01208,0.00410,0.00417,0.00317
YDR370C,0.01148,0.00370,0.00390,0.00390
YDR371W,0.00225,0.00045,0.00051,0.00069
YDR372C,0.01325,0.00346,0.00393,0.00618
YDR373W,0.06100,0.02426,0.02290,0.01864
YDR374C,0.00202,0.00044,0.00082,0.00083
YDR331W,0.01035,0.00486,0.00483,0.00370
YDR332W,0.00755,0.00429,0.00359,0.00217
YDR333C,0.02531,0.00731,0.00790,0.00742
YDR334W,0.01829,0.00610,0.00474,0.00592
YDR335W,0.08501,0.02939,0.02642,0.03413
YDR336W,0.01591,0.00653,0.00581,0.00559
YDR337W,0.07200,0.02239,0.02089,0.02594
YDR338C,0.02209,0.00860,0.00748,0.00804
YDR339C,0.04155,0.01530,0.01642,0.01659
YDR340W,0.00077,0.00033,0.00026,0.00040
YDR341C,0.25559,0.09899,0.09711,0.13850
YDR342C,0.60753,0.13484,0.12559,0.23974
YDR343C,0.56225,0.17770,0.16137,0.26562
YDR344C,0.00021,0.00018,0.00005,0.00007
YDR345C,0.02258,0.00552,0.00442,0.00627
YDR346C,0.00569,0.00192,0.00155,0.00245
YDR347W,0.07873,0.01761,0.01509,0.02822
YDR348C,0.03344,0.01115,0.01304,0.01281
YDR349C,0.03935,0.01607,0.01550,0.01440
YDR350C,0.02171,0.00626,0.00547,0.00899
YDR351W,0.01373,0.00522,0.00615,0.00397
YDR352W,0.01336,0.00541,0.00477,0.00428
YDR353W,0.11487,0.03943,0.03918,0.05754
YDR310C,0.07181,0.02799,0.02207,0.03030
YDR311W,0.00494,0.00251,0.00244,0.00213
YDR312W,0.00661,0.00267,0.00254,0.00307
YDR313C,0.06245,0.02686,0.02137,0.03475
YDR314C,0.00106,0.00027,0.00034,0.00049
YDR315C,0.00313,0.00169,0.00196,0.00110
YDR316W,0.03751,0.01173,0.01156,0.01324
YDR317W,0.00366,0.00175,0.00175,0.00169
YDR318W,0.01191,0.00452,0.00444,0.00549
YDR319C,0.01864,0.00813,0.00776,0.00725
YDR320C,0.00399,0.00138,0.00131,0.00104
YDR321W,0.09329,0.02780,0.03350,0.03376
YDR322W,0.02516,0.00875,0.00871,0.00796
YDR322C-A,0.55520,0.29050,0.25423,0.27557
YDR323C,0.00527,0.00193,0.00170,0.00171
YDR324C,0.00650,0.00214,0.00259,0.00201
YDR325W,0.01013,0.00436,0.00348,0.00362
YDR326C,0.00507,0.00234,0.00245,0.00234
YDR327W,0.00706,0.00454,0.00537,0.00418
YDR328C,0.24591,0.08179,0.06483,0.13365
YDR329C,0.07004,0.02689,0.02027,0.02429
YDR330W,0.02709,0.01153,0.00803,0.00663
YDR289C,0.00775,0.00269,0.00328,0.00242
YDR290W,0.00065,0.00012,0.00037,0.00002
YDR291W,0.02845,0.01046,0.00771,0.01352
YDR292C,0.02812,0.01028,0.00917,0.00859
YDR293C,0.04979,0.01790,0.01276,0.02381
YDR294C,0.10220,0.04264,0.03115,0.03716
YDR295C,0.00282,0.00136,0.00145,0.00135
YDR296W,0.04078,0.01538,0.01028,0.01579
YDR297W,0.04752,0.01013,0.00775,0.01160
YDR298C,0.11376,0.04555,0.04928,0.04130
YDR299W,0.00703,0.00247,0.00274,0.00237
YDR300C,0.04427,0.01643,0.01458,0.01288
YDR301W,0.01085,0.00468,0.00388,0.00258
YDR302W,0.02072,0.00725,0.00844,0.00764
YDR303C,0.01071,0.00585,0.00420,0.00243
YDR304C,0.12599,0.05319,0.04425,0.06249
YDR305C,0.02087,0.00663,0.00691,0.00946
YDR306C,0.04493,0.01505,0.01294,0.01916
YDR307W,0.04688,0.02082,0.02072,0.01804
YDR308C,0.06076,0.01950,0.02304,0.02196
YDR309C,0.05515,0.02620,0.02980,0.02310
YDR267C,0.02360,0.00988,0.00821,0.00918
YDR268W,0.00824,0.00238,0.00250,0.00306
YDR269C,0.00075,0.00071,0.00057,0.00050
YDR270W,0.03654,0.01496,0.01671,0.01599
YDR271C,0.00242,0.00215,0.00258,0.00169
YDR272W,0.05771,0.01935,0.01831,0.02660
YDR273W,0.00572,0.00604,0.00470,0.00233
YDR274C,0.00190,0.00064,0.00079,0.00111
YDR275W,0.02230,0.00974,0.00893,0.01040
YDR276C,0.51052,0.27637,0.25043,0.29650
YDR277C,0.03795,0.00352,0.00321,0.00913
YDR278C,0.00102,0.00038,0.00015,0.00023
YDR279W,0.00902,0.00338,0.00302,0.00284
YDR280W,0.02524,0.00935,0.00777,0.00874
YDR281C,0.00757,0.00173,0.00122,0.00070
YDR282C,0.02256,0.00841,0.00849,0.00998
YDR283C,0.00548,0.00207,0.00221,0.00190
YDR284C,0.09948,0.04518,0.03771,0.04422
YDR285W,0.00293,0.00157,0.00112,0.00149
YDR286C,0.04757,0.01917,0.01982,0.01806
YDR287W,0.02320,0.00780,0.00629,0.00944
YDR288W,0.00703,0.00268,0.00271,0.00285
YDR244W,0.01512,0.00492,0.00319,0.00346
YDR245W,0.05567,0.01491,0.01495,0.01721
YDR246W,0.09610,0.01807,0.01241,0.02194
YDR247W,0.00997,0.00163,0.00154,0.00390
YDR248C,0.08420,0.01526,0.01724,0.02342
YDR249C,0.00649,0.00204,0.00190,0.00138
YDR250C,0.00172,0.00064,0.00060,0.00062
YDR251W,0.08590,0.02969,0.02318,0.03790
YDR252W,0.01851,0.00363,0.00362,0.00643
YDR253C,0.05851,0.01383,0.01386,0.01622
YDR254W,0.01239,0.00245,0.00298,0.00357
YDR255C,0.01510,0.00492,0.00443,0.00566
YDR256C,0.33389,0.14493,0.12399,0.11800
YDR257C,0.00694,0.00238,0.00186,0.00169
YDR258C,0.11786,0.02854,0.02210,0.05757
YDR259C,0.00233,0.00088,0.00071,0.00048
YDR260C,0.05338,0.00695,0.00485,0.01618
YDR261C,0.00945,0.00337,0.00353,0.00245
YDR262W,0.11438,0.05633,0.04027,0.05711
YDR263C,0.01070,0.00400,0.00294,0.00351
YDR264C,0.03360,0.00974,0.01502,0.01751
YDR265W,0.02824,0.01101,0.01067,0.01219
YDR266C,0.01249,0.00425,0.00400,0.00314
YDR221W,0.01187,0.00378,0.00272,0.00330
YDR222W,0.01585,0.01883,0.01960,0.00412
YDR223W,0.02968,0.00526,0.00384,0.01062
YDR224C,0.28714,0.12737,0.11176,0.15782
YDR225W,0.86402,0.33557,0.26809,0.53723
YDR226W,0.61843,0.15064,0.15156,0.28340
YDR227W,0.00764,0.00217,0.00203,0.00167
YDR228C,0.01799,0.00710,0.00536,0.00535
YDR229W,0.04514,0.01534,0.01043,0.01735
YDR230W,0.00287,0.00179,0.00287,0.00180
YDR231C,0.19489,0.04669,0.04090,0.06999
YDR232W,0.09153,0.02912,0.02356,0.02665
YDR233C,0.57198,0.22467,0.18708,0.24928
YDR234W,0.11132,0.02382,0.01810,0.03014
YDR235W,0.02108,0.00478,0.00435,0.00418
YDR236C,0.04833,0.01146,0.01040,0.01272
YDR237W,0.04609,0.01421,0.01299,0.01422
YDR238C,0.12311,0.02875,0.02554,0.04213
YDR239C,0.04934,0.01873,0.01299,0.01358
YDR240C,0.00440,0.00121,0.00141,0.00092
YDR241W,0.00018,0.00023,0.00001,0.00003
YDR242W,0.00933,0.00406,0.00308,0.00287
YDR243C,0.00606,0.00175,0.00205,0.00225
YDR198C,0.00383,0.00219,0.00184,0.00179
YDR199W,0.00402,0.00234,0.00296,0.00086
YDR200C,0.01349,0.00653,0.00558,0.00457
YDR201W,0.04749,0.01715,0.01840,0.01703
YDR202C,0.03790,0.01446,0.01337,0.01589
YDR203W,0.00161,0.00057,0.00057,0.00055
YDR204W,0.05009,0.02367,0.01521,0.02657
YDR205W,0.01708,0.00927,0.00721,0.00692
YDR206W,0.04729,0.01731,0.01261,0.02010
YDR207C,0.03592,0.01142,0.00896,0.01183
YDR208W,0.04613,0.01823,0.01669,0.01645
YDR209C,0.00438,0.00319,0.00466,0.00336
YDR210W,0.11711,0.03454,0.04439,0.07444
YDR211W,0.03035,0.00592,0.00624,0.00769
YDR212W,0.17791,0.05728,0.04946,0.06809
YDR213W,0.00355,0.00086,0.00061,0.00122
YDR214W,0.27593,0.07959,0.06961,0.12158
YDR215C,0.00203,0.00069,0.00069,0.00187
YDR216W,0.01408,0.00814,0.00931,0.00410
YDR217C,0.00357,0.00150,0.00160,0.00110
YDR218C,0.00421,0.00101,0.00110,0.00169
YDR219C,0.00528,0.00204,0.00173,0.00214
YDR220C,0.00049,0.00131,0.00092,0.00091
YDR177W,0.30158,0.09525,0.08704,0.13908
YDR178W,0.44959,0.27665,0.27144,0.24447
YDR179C,0.00352,0.00117,0.00138,0.00135
YDR179W-A,0.00442,0.00200,0.00175,0.00179
YDR180W,0.00535,0.00365,0.00388,0.00245
YDR181C,0.01497,0.00562,0.00573,0.00521
YDR182W,0.01856,0.00716,0.00635,0.00615
YDR183W,0.00533,0.00212,0.00170,0.00272
YDR184C,0.00389,0.00186,0.00190,0.00214
YDR185C,0.00540,0.00266,0.00249,0.00252
YDR186C,0.00472,0.00189,0.00181,0.00218
YDR187C,0.00128,0.00094,0.00097,0.00098
YDR188W,0.13899,0.03066,0.02026,0.05522
YDR189W,0.02212,0.00720,0.00806,0.00920
YDR190C,0.08381,0.02556,0.02472,0.03858
YDR191W,0.00567,0.00309,0.00280,0.00289
YDR192C,0.01766,0.00551,0.00462,0.00418
YDR193W,0.00025,0.00024,0.00020,0.00043
YDR194C,0.06293,0.02655,0.02763,0.03049
YDR195W,0.05363,0.01997,0.01652,0.01986
YDR196C,0.04302,0.01761,0.01461,0.01770
YDR197W,0.00954,0.00255,0.00215,0.00281
YDR154C,0.68516,0.37938,0.29783,0.53882
YDR155C,0.49664,0.23754,0.14731,0.37303
YDR156W,0.03820,0.01674,0.00926,0.01374
YDR157W,0.00195,0.00090,0.00087,0.00061
YDR158W,0.13395,0.04802,0.03441,0.07982
YDR159W,0.00625,0.00394,0.00360,0.00297
YDR160W,0.00386,0.00223,0.00150,0.00153
YDR161W,0.00594,0.00194,0.00138,0.00175
YDR162C,0.02356,0.00834,0.00774,0.00799
YDR163W,0.02225,0.01009,0.00658,0.01096
YDR164C,0.00995,0.00371,0.00367,0.00330
YDR165W,0.01488,0.00534,0.00535,0.00457
YDR166C,0.02350,0.01101,0.00895,0.00917
YDR167W,0.10525,0.04341,0.03869,0.04828
YDR168W,0.08132,0.02410,0.02170,0.02921
YDR169C,0.00877,0.00408,0.00322,0.00332
YDR170C,0.05800,0.01992,0.01543,0.01961
YDR171W,0.13454,0.03854,0.02613,0.08772
YDR172W,0.04209,0.01589,0.01830,0.01917
YDR173C,0.01309,0.00491,0.00521,0.00471
YDR174W,0.15406,0.05327,0.03610,0.07872
YDR175C,0.03525,0.01078,0.01016,0.01322
YDR176W,0.01144,0.00417,0.00355,0.00385
YDR133C,0.61091,0.35661,0.32739,0.43512
YDR135C,0.03324,0.01365,0.01083,0.01195
YDR136C,0.00072,0.00011,0.00026,0.00023
YDR137W,0.03682,0.01380,0.01484,0.01230
YDR138W,0.00563,0.00107,0.00087,0.00127
YDR139C,0.09144,0.02985,0.02931,0.04026
YDR140W,0.02355,0.00879,0.00647,0.00938
YDR141C,0.02034,0.00603,0.00459,0.00527
YDR142C,0.02495,0.00938,0.00779,0.00800
YDR143C,0.01908,0.00738,0.00552,0.00675
YDR144C,0.01783,0.00554,0.00638,0.00647
YDR145W,0.01056,0.00384,0.00347,0.00381
YDR146C,0.01290,0.00374,0.00456,0.00361
YDR147W,0.01249,0.00587,0.00460,0.00380
YDR148C,0.16005,0.05634,0.05579,0.06679
YDR149C,0.00099,0.00085,0.00077,0.00135
YDR150W,0.04925,0.02975,0.02629,0.02018
YDR151C,0.00331,0.00173,0.00220,0.00184
YDR152W,0.03157,0.01046,0.01097,0.01403
YDR153C,0.05869,0.03122,0.02413,0.02734
YDR111C,0.03531,0.01069,0.01237,0.01163
YDR112W,0.00053,0.00028,0.00035,0.00065
YDR113C,0.00672,0.00320,0.00284,0.00233
YDR114C,0.00113,0.00078,0.00094,0.00071
YDR115W,0.16418,0.06837,0.07590,0.09074
YDR116C,0.02109,0.00643,0.00623,0.00746
YDR117C,0.01321,0.00467,0.00444,0.00417
YDR118W,0.01666,0.00496,0.00363,0.00543
YDR119W,0.02746,0.01319,0.01302,0.01214
YDR120C,0.03998,0.01140,0.00961,0.01389
YDR121W,0.01161,0.00574,0.00569,0.00441
YDR122W,0.01861,0.00566,0.00557,0.00796
YDR123C,0.01089,0.00200,0.00215,0.00625
YDR124W,0.00034,0.00029,0.00019,0.00058
YDR125C,0.00056,0.00011,0.00004,0.00014
YDR126W,0.00817,0.00331,0.00316,0.00292
YDR127W,0.16803,0.08980,0.05311,0.09186
YDR128W,0.02796,0.01466,0.01112,0.00913
YDR129C,0.03180,0.01041,0.01059,0.01271
YDR130C,0.00730,0.00398,0.00257,0.00299
YDR131C,0.00385,0.00239,0.00199,0.00165
YDR132C,0.00666,0.00237,0.00237,0.00161
YDR089W,0.01108,0.00417,0.00352,0.00394
YDR090C,0.04782,0.01721,0.01646,0.01974
YDR091C,0.07503,0.01667,0.01661,0.02588
YDR092W,0.24361,0.10763,0.09389,0.12198
YDR093W,0.02705,0.01369,0.00884,0.00806
YDR094W,0.00428,0.00409,0.00254,0.00119
YDR095C,0.00146,0.00118,0.00060,0.00192
YDR096W,0.00450,0.00121,0.00130,0.00163
YDR097C,0.02014,0.00949,0.00717,0.00699
YDR098C,0.06087,0.02373,0.02156,0.02236
YDR099W,0.16587,0.07434,0.06498,0.07440
YDR100W,0.12477,0.05138,0.03735,0.05386
YDR101C,0.02719,0.00825,0.00998,0.01000
YDR102C,0.00084,0.00037,0.00023,0.00028
YDR103W,0.00926,0.00402,0.00322,0.00357
YDR104C,0.00595,0.00242,0.00247,0.00247
YDR105C,0.03231,0.01921,0.01550,0.01416
YDR106W,0.00290,0.00141,0.00126,0.00082
YDR107C,0.01007,0.00327,0.00323,0.00388
YDR108W,0.01292,0.00265,0.00247,0.00421
YDR109C,0.00648,0.00267,0.00210,0.00304
YDR110W,0.00789,0.00293,0.00223,0.00337
YDR067C,0.00410,0.00100,0.00132,0.00077
YDR068W,0.03999,0.01113,0.00889,0.01322
YDR069C,0.00395,0.00204,0.00121,0.00138
YDR070C,0.28451,0.08673,0.04621,0.17007
YDR071C,0.09403,0.02960,0.02867,0.03684
YDR072C,0.03674,0.00907,0.00867,0.01395
YDR073W,0.02746,0.00773,0.00618,0.00825
YDR074W,0.14422,0.04811,0.02804,0.08707
YDR075W,0.01332,0.00608,0.00592,0.00419
YDR076W,0.00289,0.00145,0.00162,0.00104
YDR077W,0.49739,0.21480,0.17220,0.35936
YDR078C,0.05013,0.02039,0.02048,0.01904
YDR079W,0.06876,0.02216,0.02647,0.02989
YDR080W,0.00568,0.00194,0.00228,0.00168
YDR081C,0.02878,0.01229,0.01092,0.01005
YDR082W,0.00965,0.00560,0.00513,0.00382
YDR083W,0.03984,0.01055,0.01306,0.01589
YDR084C,0.05388,0.02464,0.02429,0.02402
YDR085C,0.01812,0.00478,0.00443,0.00559
YDR086C,0.13922,0.04554,0.05043,0.06696
YDR087C,0.03231,0.01156,0.01466,0.01264
YDR088C,0.00837,0.00241,0.00303,0.00327
YDR044W,0.01452,0.00719,0.00695,0.00505
YDR045C,0.04412,0.01541,0.01807,0.01536
YDR046C,0.00163,0.00037,0.00023,0.00043
YDR047W,0.07909,0.03127,0.02695,0.03254
YDR048C,0.00042,0.00016,0.00018,0.00018
YDR049W,0.00678,0.00230,0.00226,0.00162
YDR050C,0.74836,0.42128,0.34813,0.70664
YDR051C,0.07640,0.02525,0.02337,0.03520
YDR052C,0.01142,0.00439,0.00355,0.00362
YDR053W,0.00074,0.00034,0.00043,0.00030
YDR054C,0.02690,0.00858,0.00828,0.01207
YDR055W,0.19824,0.04877,0.05526,0.10612
YDR056C,0.02639,0.00879,0.00834,0.01052
YDR057W,0.00534,0.00243,0.00188,0.00138
YDR058C,0.01252,0.00408,0.00320,0.00450
YDR059C,0.13491,0.06335,0.05190,0.05857
YDR060W,0.01442,0.00549,0.00504,0.00544
YDR061W,0.05127,0.01978,0.01781,0.01914
YDR062W,0.15382,0.04930,0.04950,0.08408
YDR063W,0.07912,0.02745,0.02179,0.02898
YDR064W,0.29695,0.10941,0.10872,0.14349
YDR065W,0.00356,0.00121,0.00114,0.00150
YDR066C,0.00677,0.00357,0.00340,0.00260
YDR021W,0.00559,0.00197,0.00250,0.00178
YDR022C,0.00705,0.00206,0.00273,0.00218
YDR023W,0.11102,0.03636,0.03803,0.03860
YDR024W,0.00121,0.00070,0.00017,0.00064
YDR026C,0.02777,0.00919,0.00862,0.00997
YDR027C,0.02561,0.01448,0.01081,0.01021
YDR028C,0.01639,0.00497,0.00437,0.00665
YDR029W,0.00129,0.00056,0.00084,0.00086
YDR030C,0.01441,0.00633,0.00711,0.00502
YDR031W,0.01984,0.01020,0.00962,0.00854
YDR032C,0.55319,0.19905,0.16204,0.35822
YDR033W,0.17713,0.08828,0.09559,0.11126
YDR034C,0.00331,0.00168,0.00134,0.00095
YDR034W-B,0.07619,0.02136,0.01794,0.04071
YDR035W,0.02968,0.01445,0.00849,0.01579
YDR036C,0.00551,0.00256,0.00207,0.00209
YDR037W,0.00366,0.00165,0.00162,0.00205
YDR038C,0.00168,0.00115,0.00081,0.00079
YDR039C,0.00043,0.00043,0.00024,0.00023
YDR041W,0.05546,0.01814,0.01630,0.02121
YDR042C,0.00130,0.00050,0.00035,0.00077
YDR043C,0.01589,0.00494,0.00292,0.00615
YDL003W,0.00963,0.00305,0.00349,0.00304
YDL002C,0.00899,0.00276,0.00229,0.00350
YDL001W,0.00764,0.00356,0.00307,0.00210
YDR001C,0.05048,0.01823,0.01205,0.01769
YDR002W,0.21100,0.06928,0.07237,0.09761
YDR003W,0.04855,0.01221,0.00940,0.02162
YDR004W,0.03054,0.01031,0.00886,0.01162
YDR005C,0.02687,0.00693,0.00636,0.00892
YDR006C,0.01274,0.00994,0.00836,0.00498
YDR007W,0.09096,0.02997,0.03349,0.03397
YDR008C,0.00431,0.00289,0.00397,0.00283
YDR009W,0.01640,0.00770,0.00648,0.00400
YDR010C,0.00178,0.00103,0.00105,0.00068
YDR011W,0.07407,0.02428,0.01870,0.02942
YDR012W,0.38827,0.16992,0.18012,0.21204
YDR013W,0.00994,0.00334,0.00422,0.00348
YDR014W,0.00136,0.00105,0.00094,0.00068
YDR015C,0.00068,0.00014,0.00058,0.00045
YDR016C,0.04342,0.01491,0.01452,0.01762
YDR017C,0.03375,0.01040,0.01023,0.01146
YDR018C,0.01598,0.01101,0.00808,0.00540
YDR019C,0.10107,0.06398,0.05881,0.05174
YDR020C,0.00165,0.00060,0.00052,0.00046
