,MA_020,MA_023,MA_027,MA_030,MA_032,MA_034
YOR081C,0.00079,0.00042,0.00073,0.00057,0.00056,0.00071
YOR083W,0.00003,0.00001,0.00002,0.00001,0.00001,0.00002
YOR084W,0.00005,0.00002,0.00004,0.00005,0.00004,0.00009
YOR085W,0.00013,0.00004,0.00009,0.00012,0.00010,0.00019
YOR086C,0.00018,0.00025,0.00023,0.00020,0.00019,0.00020
YOR087W,0.00002,0.00002,0.00002,0.00001,0.00001,0.00001
YOR089C,0.00007,0.00006,0.00009,0.00011,0.00010,0.00012
YOR090C,0.00033,0.00046,0.00048,0.00065,0.00070,0.00085
YOR091W,0.00010,0.00005,0.00007,0.00010,0.00009,0.00009
YOR092W,0.00027,0.00021,0.00029,0.00011,0.00006,0.00010
YOR093C,0.00016,0.00013,0.00020,0.00019,0.00014,0.00017
YOR094W,0.00153,0.00150,0.00216,0.00212,0.00188,0.00221
YOR095C,0.00016,0.00008,0.00017,0.00017,0.00016,0.00016
YOR096W,0.00015,0.00006,0.00019,0.00013,0.00014,0.00015
YOR097C,0.00058,0.00059,0.00066,0.00087,0.00101,0.00096
YOR098C,0.00054,0.00032,0.00025,0.00031,0.00036,0.00030
YOR099W,0.00009,0.00006,0.00010,0.00006,0.00004,0.00005
YOR100C,0.00003,0.00001,0.00001,0.00001,0.00001,0.00001
YOR101W,0.00001,0.00001,0.00001,0.00003,0.00000,0.00002
YOR102W,0.01031,0.01160,0.01133,0.01282,0.01328,0.01240
YOR103C,0.00006,0.00002,0.00015,0.00009,0.00011,0.00012
YOR104W,0.00004,0.00006,0.00009,0.00011,0.00008,0.00012
YOR105W,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000
YOR106W,0.00001,0.00001,0.00001,0.00002,0.00001,0.00002
YOR107W,0.00054,0.00057,0.00062,0.00074,0.00074,0.00074
YOR108C-A,0.00743,0.00550,0.00925,0.01067,0.01203,0.01334
YOR108W,0.00003,0.00001,0.00001,0.00003,0.00002,0.00001
YOR109W,0.00005,0.00002,0.00004,0.00006,0.00006,0.00005
YOR110W,0.00003,0.00004,0.00004,0.00003,0.00004,0.00003
YOR111W,0.00003,0.00003,0.00003,0.00003,0.00004,0.00008
YOR112W,0.00001,0.00001,0.00002,0.00002,0.00003,0.00004
YOR113W,0.00013,0.00010,0.00020,0.00028,0.00030,0.00026
YOR114W,0.00006,0.00002,0.00004,0.00005,0.00007,0.00005
YOR115C,0.00049,0.00020,0.00062,0.00055,0.00061,0.00059
YOR116C,0.00002,0.00001,0.00001,0.00002,0.00002,0.00002
YOR117W,0.00003,0.00002,0.00001,0.00003,0.00002,0.00001
YOR118W,0.01003,0.00539,0.01028,0.00683,0.00717,0.00714
YOR119C,0.00037,0.00037,0.00048,0.00054,0.00052,0.00058
YOR120W,0.00041,0.00025,0.00106,0.00088,0.00115,0.00095
YOR121C,0.02189,0.01108,0.01403,0.00779,0.00631,0.00605
YOR122C,0.00004,0.00002,0.00004,0.00004,0.00003,0.00002
YOR123C,0.00007,0.00001,0.00008,0.00005,0.00004,0.00005
YOR124C,0.00013,0.00013,0.00022,0.00024,0.00034,0.00022
YOR125C,0.00016,0.00016,0.00011,0.00011,0.00011,0.00007
YOR126C,0.00036,0.00022,0.00025,0.00025,0.00024,0.00024
YOR127W,0.00002,0.00002,0.00001,0.00006,0.00004,0.00003
YOR128C,0.00003,0.00001,0.00003,0.00002,0.00001,0.00001
YOR129C,0.00044,0.00032,0.00064,0.00095,0.00103,0.00106
YOR130C,0.00003,0.00003,0.00005,0.00003,0.00002,0.00003
YOR131C,0.00009,0.00005,0.00011,0.00012,0.00016,0.00018
YOR132W,0.00002,0.00001,0.00001,0.00001,0.00001,0.00003
YOR134W,0.00126,0.00122,0.00180,0.00188,0.00178,0.00160
YOR135C,0.06201,0.07401,0.10910,0.14282,0.13316,0.12377
YOR136W,0.00004,0.00002,0.00009,0.00008,0.00011,0.00007
YOR137C,0.00002,0.00003,0.00004,0.00011,0.00011,0.00006
YOR138C,0.00021,0.00022,0.00019,0.00020,0.00017,0.00016
YOR139C,0.00229,0.00141,0.00226,0.00210,0.00231,0.00266
YOR140W,0.00013,0.00012,0.00012,0.00009,0.00012,0.00011
YOR141C,0.00002,0.00001,0.00001,0.00000,0.00002,0.00000
YOR142W,0.00009,0.00006,0.00007,0.00006,0.00005,0.00006
YOR143C,0.00007,0.00006,0.00009,0.00008,0.00009,0.00006
YOR144C,0.00001,0.00001,0.00002,0.00003,0.00003,0.00003
YOR145C,0.00002,0.00002,0.00002,0.00003,0.00002,0.00002
YOR146W,0.01657,0.00797,0.01602,0.01112,0.01241,0.01209
YOR147W,0.00005,0.00005,0.00005,0.00004,0.00004,0.00004
YOR148C,0.00045,0.00015,0.00129,0.00093,0.00107,0.00097
YOR149C,0.00014,0.00008,0.00008,0.00010,0.00011,0.00013
YOR150W,0.00002,0.00001,0.00003,0.00003,0.00004,0.00002
YOR151C,0.00003,0.00000,0.00003,0.00003,0.00002,0.00003
YOR152C,0.00022,0.00017,0.00018,0.00023,0.00030,0.00026
YOR153W,0.00003,0.00002,0.00004,0.00003,0.00002,0.00001
YOR154W,0.00003,0.00001,0.00004,0.00003,0.00002,0.00001
YOR155C,0.00018,0.00003,0.00032,0.00027,0.00025,0.00026
YOR156C,0.00016,0.00011,0.00008,0.00008,0.00008,0.00008
YOR157C,0.00004,0.00002,0.00004,0.00002,0.00003,0.00002
YOR158W,0.00191,0.00120,0.00312,0.00290,0.00321,0.00308
YOR159C,0.00024,0.00011,0.00026,0.00021,0.00019,0.00018
YOR160W,0.00014,0.00008,0.00001,0.00003,0.00002,0.00003
YOR161C-C,0.00015,0.00013,0.00017,0.00023,0.00029,0.00021
YOR161C,0.00345,0.00197,0.00424,0.00260,0.00285,0.00253
YOR161W-A,0.00241,0.00200,0.00068,0.00130,0.00132,0.00135
YOR161W-B,0.00319,0.00258,0.00085,0.00174,0.00182,0.00168
YOR162C,0.00054,0.00043,0.00083,0.00155,0.00191,0.00219
YOR163W,0.00193,0.00118,0.00288,0.00296,0.00338,0.00340
YOR164C,0.00016,0.00007,0.00014,0.00012,0.00011,0.00013
YOR165W,0.00004,0.00002,0.00003,0.00002,0.00002,0.00001
YOR166C,0.00021,0.00013,0.00020,0.00018,0.00022,0.00024
YOR167C,0.00003,0.00002,0.00006,0.00004,0.00003,0.00004
YOR168W,0.00002,0.00000,0.00004,0.00002,0.00002,0.00002
YOR169C,0.01154,0.00698,0.01806,0.01536,0.01639,0.01687
YOR170W,0.00399,0.00187,0.00520,0.00492,0.00484,0.00511
YOR172W,0.00004,0.00001,0.00001,0.00002,0.00004,0.00002
YOR173W,0.00021,0.00026,0.00037,0.00042,0.00049,0.00045
YOR174W,0.00002,0.00002,0.00001,0.00002,0.00001,0.00002
YOR175C,0.00001,0.00001,0.00002,0.00001,0.00002,0.00001
YOR176W,0.00030,0.00029,0.00033,0.00042,0.00053,0.00058
YOR177C,0.00003,0.00006,0.00007,0.00008,0.00007,0.00008
YOR178C,0.00036,0.00033,0.00066,0.00052,0.00048,0.00076
YOR179C,0.00004,0.00007,0.00006,0.00005,0.00003,0.00003
YOR180C,0.00003,0.00004,0.00002,0.00004,0.00003,0.00001
YOR181W,0.00005,0.00003,0.00007,0.00003,0.00007,0.00005
YOR182C,0.00001,0.00002,0.00003,0.00004,0.00003,0.00003
YOR183W,0.00021,0.00022,0.00031,0.00041,0.00045,0.00043
YOR184W,0.00003,0.00001,0.00004,0.00003,0.00004,0.00006
YOR185C,0.00027,0.00025,0.00038,0.00042,0.00042,0.00045
YOR186C-A,0.00044,0.00029,0.00023,0.00039,0.00042,0.00039
YOR186W,0.00008,0.00008,0.00010,0.00016,0.00023,0.00010
YOR187W,0.00006,0.00004,0.00007,0.00010,0.00011,0.00011
YOR188W,0.00005,0.00004,0.00007,0.00006,0.00009,0.00006
YOR189W,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000
YOR190W,0.00382,0.00458,0.00443,0.00477,0.00459,0.00430
YOR191W,0.00009,0.00006,0.00004,0.00004,0.00005,0.00005
YOR192C,0.00035,0.00017,0.00032,0.00015,0.00015,0.00014
YOR193W,0.00106,0.00018,0.00126,0.00064,0.00052,0.00065
YOR194C,0.00035,0.00022,0.00045,0.00050,0.00044,0.00044
YOR195W,0.00005,0.00001,0.00003,0.00004,0.00004,0.00006
YOR196C,0.00020,0.00012,0.00027,0.00013,0.00012,0.00012
YOR197W,0.00006,0.00003,0.00005,0.00011,0.00014,0.00010
YOR198C,0.00005,0.00001,0.00003,0.00004,0.00003,0.00002
YOR199W,0.00004,0.00001,0.00001,0.00001,0.00002,0.00003
YOR200W,0.00781,0.00407,0.00840,0.00722,0.00803,0.00778
YOR201C,0.00002,0.00002,0.00003,0.00003,0.00003,0.00002
YOR202W,0.00179,0.00213,0.00202,0.00192,0.00183,0.00169
YOR204W,0.00003,0.00002,0.00003,0.00004,0.00002,0.00004
YOR205C,0.00003,0.00003,0.00004,0.00003,0.00004,0.00003
YOR206W,0.00002,0.00000,0.00001,0.00001,0.00001,0.00001
YOR207C,0.00002,0.00002,0.00003,0.00002,0.00001,0.00003
YOR208W,0.00004,0.00001,0.00005,0.00002,0.00001,0.00001
YOR209C,0.00002,0.00001,0.00001,0.00001,0.00002,0.00003
YOR210W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YOR211C,0.00001,0.00001,0.00002,0.00003,0.00002,0.00001
YOR212W,0.00009,0.00004,0.00013,0.00012,0.00013,0.00012
YOR213C,0.00133,0.00121,0.00156,0.00135,0.00126,0.00117
YOR214C,0.00008,0.00005,0.00010,0.00013,0.00009,0.00008
YOR215C,0.00004,0.00002,0.00002,0.00002,0.00001,0.00002
YOR216C,0.00002,0.00001,0.00002,0.00000,0.00000,0.00001
YOR217W,0.00006,0.00002,0.00011,0.00010,0.00011,0.00013
YOR218C,0.00693,0.00349,0.00758,0.00641,0.00644,0.00675
YOR219C,0.00005,0.00005,0.00008,0.00006,0.00007,0.00009
YOR220W,0.00001,0.00001,0.00001,0.00001,0.00000,0.00000
YOR221C,0.00001,0.00002,0.00002,0.00002,0.00001,0.00003
YOR222W,0.00012,0.00012,0.00015,0.00015,0.00013,0.00016
YOR223W,0.00024,0.00018,0.00020,0.00021,0.00023,0.00026
YOR224C,0.00016,0.00008,0.00017,0.00022,0.00023,0.00025
YOR225W,0.00258,0.00170,0.00387,0.00313,0.00401,0.00437
YOR226C,0.00015,0.00015,0.00009,0.00015,0.00011,0.00009
YOR227W,0.00004,0.00003,0.00004,0.00004,0.00007,0.00005
YOR228C,0.00001,0.00000,0.00002,0.00003,0.00003,0.00004
YOR229W,0.00002,0.00002,0.00003,0.00003,0.00001,0.00002
YOR230W,0.00092,0.00063,0.00109,0.00125,0.00135,0.00129
YOR231C-A,0.00277,0.00161,0.00281,0.00220,0.00232,0.00275
YOR231W,0.00003,0.00003,0.00004,0.00004,0.00003,0.00005
YOR232W,0.00001,0.00001,0.00002,0.00001,0.00002,0.00001
YOR233W,0.00004,0.00005,0.00005,0.00006,0.00005,0.00005
YOR234C,0.00001,0.00001,0.00003,0.00002,0.00003,0.00003
YOR235W,0.00015,0.00005,0.00008,0.00004,0.00003,0.00003
YOR236W,0.00050,0.00034,0.00015,0.00010,0.00011,0.00007
YOR237W,0.00003,0.00002,0.00001,0.00002,0.00002,0.00001
YOR238W,0.00009,0.00007,0.00017,0.00016,0.00017,0.00011
YOR239W,0.00005,0.00002,0.00006,0.00003,0.00005,0.00005
YOR241W,0.00002,0.00001,0.00003,0.00003,0.00001,0.00001
YOR242C,0.00189,0.00105,0.00253,0.00222,0.00250,0.00255
YOR243C,0.00004,0.00003,0.00005,0.00007,0.00007,0.00004
YOR244W,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000
YOR245C,0.00004,0.00003,0.00006,0.00005,0.00005,0.00007
YOR246C,0.00006,0.00006,0.00003,0.00006,0.00005,0.00007
YOR247W,0.00011,0.00004,0.00007,0.00007,0.00006,0.00007
YOR248W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YOR249C,0.00020,0.00015,0.00046,0.00043,0.00045,0.00045
YOR250C,0.00003,0.00003,0.00003,0.00003,0.00004,0.00004
YOR251C,0.00010,0.00004,0.00002,0.00003,0.00005,0.00005
YOR252W,0.00001,0.00001,0.00001,0.00002,0.00002,0.00001
YOR253W,0.00022,0.00022,0.00050,0.00054,0.00060,0.00064
YOR254C,0.00005,0.00004,0.00012,0.00010,0.00012,0.00014
YOR255W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YOR256C,0.00002,0.00000,0.00003,0.00002,0.00002,0.00003
YOR257W,0.00007,0.00007,0.00010,0.00007,0.00011,0.00009
YOR258W,0.00202,0.00058,0.00289,0.00234,0.00278,0.00247
YOR259C,0.00037,0.00011,0.00038,0.00034,0.00036,0.00034
YOR260W,0.00010,0.00003,0.00007,0.00008,0.00010,0.00010
YOR261C,0.00037,0.00022,0.00101,0.00078,0.00101,0.00110
YOR262W,0.00014,0.00008,0.00018,0.00021,0.00020,0.00015
YOR263C,0.00612,0.00252,0.00529,0.00327,0.00300,0.00304
YOR264W,0.00001,0.00000,0.00001,0.00000,0.00001,0.00001
YOR265W,0.00001,0.00000,0.00001,0.00000,0.00001,0.00001
YOR266W,0.00002,0.00003,0.00003,0.00005,0.00005,0.00006
YOR268C,0.00009,0.00003,0.00006,0.00005,0.00004,0.00004
YOR269W,0.00002,0.00001,0.00002,0.00001,0.00001,0.00002
YOR270C,0.00002,0.00001,0.00002,0.00003,0.00002,0.00004
YOR271C,0.00003,0.00001,0.00001,0.00002,0.00002,0.00002
YOR272W,0.00012,0.00004,0.00014,0.00018,0.00027,0.00017
YOR273C,0.00004,0.00001,0.00002,0.00002,0.00004,0.00004
YOR274W,0.00175,0.00175,0.00210,0.00151,0.00139,0.00123
YOR275C,0.00043,0.00014,0.00073,0.00056,0.00051,0.00046
YOR276W,0.00003,0.00002,0.00001,0.00003,0.00003,0.00004
YOR277C,0.02667,0.01823,0.03644,0.03786,0.03808,0.03877
YOR278W,0.00038,0.00005,0.00048,0.00029,0.00027,0.00025
YOR279C,0.00066,0.00023,0.00106,0.00091,0.00106,0.00096
YOR280C,0.00015,0.00015,0.00026,0.00028,0.00029,0.00027
YOR281C,0.00006,0.00002,0.00009,0.00011,0.00011,0.00012
YOR282W,0.00404,0.00098,0.00396,0.00222,0.00200,0.00229
YOR283W,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000
YOR284W,0.00015,0.00017,0.00025,0.00028,0.00030,0.00028
YOR285W,0.00070,0.00043,0.00082,0.00070,0.00074,0.00086
YOR286W,0.00002,0.00001,0.00001,0.00002,0.00002,0.00000
YOR287C,0.00074,0.00038,0.00158,0.00221,0.00257,0.00238
YOR288C,0.00004,0.00003,0.00009,0.00010,0.00008,0.00010
YOR289W,0.00054,0.00063,0.00055,0.00063,0.00055,0.00049
YOR290C,0.00004,0.00002,0.00004,0.00003,0.00003,0.00003
YOR291W,0.00031,0.00015,0.00064,0.00073,0.00079,0.00079
YOR292C,0.00022,0.00013,0.00044,0.00046,0.00057,0.00051
YOR293C-A,0.00250,0.00119,0.00688,0.00617,0.00793,0.00847
YOR293W,0.00002,0.00001,0.00004,0.00002,0.00002,0.00001
YOR294W,0.00001,0.00001,0.00003,0.00002,0.00002,0.00004
YOR295W,0.00028,0.00040,0.00039,0.00042,0.00040,0.00041
YOR296W,0.00005,0.00006,0.00007,0.00008,0.00007,0.00007
YOR297C,0.00032,0.00017,0.00049,0.00048,0.00042,0.00048
YOR298C-A,0.00007,0.00003,0.00007,0.00007,0.00008,0.00005
YOR298W,0.00449,0.00268,0.00381,0.00486,0.00486,0.00499
YOR299W,0.00010,0.00015,0.00014,0.00024,0.00021,0.00017
YOR300W,0.00001,0.00000,0.00001,0.00000,0.00001,0.00001
YOR301W,0.00169,0.00150,0.00126,0.00107,0.00098,0.00092
YOR302W,0.00003,0.00001,0.00001,0.00003,0.00002,0.00001
YOR303W,0.00008,0.00006,0.00008,0.00008,0.00009,0.00005
YOR304C-A,0.00005,0.00002,0.00006,0.00006,0.00005,0.00005
YOR304W,0.00003,0.00001,0.00003,0.00003,0.00002,0.00004
YOR305W,0.00013,0.00005,0.00017,0.00013,0.00015,0.00015
YOR306C,0.01172,0.00568,0.01314,0.00971,0.00996,0.00988
YOR307C,0.00015,0.00007,0.00010,0.00006,0.00003,0.00005
YOR308C,0.00002,0.00002,0.00003,0.00004,0.00002,0.00003
YOR309C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YOR310C,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001
YOR311C,0.00002,0.00004,0.00007,0.00005,0.00010,0.00007
YOR312C,0.00006,0.00001,0.00007,0.00004,0.00006,0.00009
YOR313C,0.00000,0.00000,0.00000,0.00001,0.00001,0.00001
YOR314W-A,0.00001,0.00000,0.00002,0.00001,0.00001,0.00001
YOR314W,0.00199,0.00071,0.00296,0.00219,0.00167,0.00214
YOR315W,0.00008,0.00005,0.00006,0.00006,0.00008,0.00004
YOR316C-A,0.00005,0.00006,0.00006,0.00010,0.00006,0.00003
YOR316C,0.00007,0.00005,0.00006,0.00007,0.00009,0.00008
YOR317W,0.00886,0.00964,0.01289,0.01805,0.01416,0.01130
YOR318C,0.00007,0.00008,0.00006,0.00007,0.00007,0.00003
YOR319W,0.00066,0.00039,0.00094,0.00088,0.00098,0.00097
YOR320C,0.00205,0.00109,0.00265,0.00228,0.00205,0.00255
YOR321W,0.00032,0.00026,0.00038,0.00031,0.00033,0.00038
YOR322C,0.00002,0.00002,0.00001,0.00002,0.00002,0.00004
YOR323C,0.00007,0.00005,0.00006,0.00009,0.00009,0.00008
YOR324C,0.00004,0.00002,0.00003,0.00007,0.00011,0.00008
YOR325W,0.00817,0.00533,0.00601,0.00454,0.00475,0.00470
YOR326W,0.00005,0.00002,0.00004,0.00005,0.00004,0.00006
YOR327C,0.00028,0.00016,0.00046,0.00055,0.00058,0.00049
YOR328W,0.00184,0.00174,0.00279,0.00359,0.00340,0.00323
YOR329C,0.00118,0.00097,0.00272,0.00528,0.00580,0.00550
YOR329W-A,0.00086,0.00047,0.00096,0.00070,0.00080,0.00085
YOR330C,0.00004,0.00003,0.00003,0.00004,0.00004,0.00004
YOR331C,0.04512,0.02234,0.03794,0.03001,0.03271,0.03383
YOR332W,0.00002,0.00001,0.00001,0.00002,0.00001,0.00001
YOR333C,0.00353,0.00250,0.00440,0.00536,0.00599,0.00579
YOR334W,0.00020,0.00007,0.00030,0.00025,0.00041,0.00036
YOR335C,0.00002,0.00003,0.00003,0.00003,0.00004,0.00002
YOR335W-A,0.01374,0.01108,0.01600,0.01557,0.01521,0.01625
YOR336W,0.00024,0.00022,0.00047,0.00038,0.00033,0.00028
YOR337W,0.00001,0.00000,0.00001,0.00001,0.00002,0.00001
YOR338W,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
YOR339C,0.00103,0.00137,0.00094,0.00092,0.00077,0.00075
YOR340C,0.00007,0.00006,0.00007,0.00005,0.00006,0.00005
YOR341W,0.00001,0.00001,0.00004,0.00004,0.00002,0.00001
YOR342C,0.00003,0.00004,0.00003,0.00005,0.00004,0.00002
YOR343C,0.00003,0.00003,0.00004,0.00007,0.00006,0.00006
YOR344C,0.00021,0.00012,0.00018,0.00020,0.00019,0.00018
YOR345C,0.00272,0.00118,0.00282,0.00242,0.00191,0.00243
YOR346W,0.00507,0.00501,0.00485,0.00527,0.00495,0.00520
YOR347C,0.00007,0.00004,0.00023,0.00017,0.00021,0.00024
YOR348C,0.00055,0.00034,0.00043,0.00036,0.00033,0.00040
YOR349W,0.00457,0.00321,0.00573,0.00694,0.00682,0.00690
YOR350C,0.00056,0.00030,0.00087,0.00228,0.00203,0.00173
YOR351C,0.00080,0.00104,0.00102,0.00110,0.00100,0.00105
YOR352W,0.00002,0.00001,0.00001,0.00002,0.00002,0.00001
YOR353C,0.00002,0.00002,0.00004,0.00003,0.00003,0.00002
YOR354C,0.00004,0.00001,0.00001,0.00003,0.00002,0.00002
YOR355W,0.00022,0.00019,0.00020,0.00018,0.00017,0.00014
YOR356W,0.00035,0.00011,0.00070,0.00046,0.00046,0.00056
YOR357C,0.00273,0.00109,0.00374,0.00223,0.00231,0.00223
YOR358W,0.00001,0.00001,0.00001,0.00001,0.00003,0.00002
YOR359W,0.00002,0.00001,0.00001,0.00001,0.00002,0.00001
YOR360C,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
YOR361C,0.00004,0.00001,0.00003,0.00003,0.00004,0.00002
YOR362C,0.00003,0.00002,0.00004,0.00003,0.00002,0.00005
YOR363C,0.00003,0.00003,0.00003,0.00003,0.00002,0.00001
YOR364W,0.00041,0.00020,0.00047,0.00033,0.00030,0.00032
YOR365C,0.00474,0.00202,0.00419,0.00349,0.00321,0.00348
YOR366W,0.00001,0.00000,0.00000,0.00001,0.00001,0.00001
YOR367W,0.00016,0.00015,0.00013,0.00016,0.00020,0.00018
YOR368W,0.00064,0.00065,0.00089,0.00158,0.00191,0.00182
YOR369C,0.00007,0.00002,0.00010,0.00009,0.00013,0.00012
YOR370C,0.00004,0.00004,0.00005,0.00003,0.00004,0.00003
YOR371C,0.00038,0.00041,0.00047,0.00029,0.00033,0.00035
YOR372C,0.00009,0.00008,0.00004,0.00006,0.00005,0.00006
YOR373W,0.00444,0.00452,0.00355,0.00143,0.00121,0.00116
YOR374W,0.00058,0.00033,0.00048,0.00019,0.00024,0.00021
YOR375C,0.00018,0.00014,0.00024,0.00017,0.00017,0.00014
YOR376W-A,0.00006,0.00004,0.00005,0.00006,0.00005,0.00009
YOR376W,0.00142,0.00084,0.00162,0.00078,0.00087,0.00073
YOR377W,0.00040,0.00034,0.00051,0.00053,0.00049,0.00055
YOR378W,0.00397,0.00292,0.00377,0.00317,0.00362,0.00349
YOR379C,0.00017,0.00017,0.00025,0.00031,0.00034,0.00040
YOR380W,0.00028,0.00030,0.00038,0.00026,0.00019,0.00026
YOR381W-A,0.00001,0.00001,0.00002,0.00002,0.00000,0.00001
YOR381W,0.00066,0.00026,0.00053,0.00037,0.00034,0.00023
YOR382W,0.00068,0.00028,0.00032,0.00054,0.00071,0.00054
YOR383C,0.00001,0.00007,0.00008,0.00007,0.00000,0.00003
YOR384W,0.01183,0.00587,0.00457,0.00967,0.01256,0.00979
YOR385W,0.00002,0.00005,0.00005,0.00005,0.00003,0.00006
YOR386W,0.00002,0.00003,0.00002,0.00002,0.00003,0.00004
YOR387C,0.00209,0.00092,0.00188,0.00122,0.00110,0.00112
YOR388C,0.00238,0.00239,0.00287,0.00380,0.00415,0.00451
YOR389W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YOR390W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YOR394C-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YOR394W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YOR396C-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YPL001W,0.00005,0.00005,0.00006,0.00008,0.00008,0.00008
YPL002C,0.00041,0.00036,0.00053,0.00068,0.00063,0.00061
YPL003W,0.00219,0.00129,0.00274,0.00211,0.00225,0.00228
YPL004C,0.00009,0.00004,0.00005,0.00008,0.00005,0.00004
YPL005W,0.00010,0.00005,0.00008,0.00006,0.00005,0.00006
YPL006W,0.00036,0.00022,0.00055,0.00046,0.00051,0.00054
YPL007C,0.00006,0.00002,0.00005,0.00007,0.00005,0.00004
YPL008W,0.00024,0.00014,0.00035,0.00038,0.00026,0.00025
YPL009C,0.00028,0.00011,0.00015,0.00013,0.00016,0.00016
YPL010W,0.00004,0.00000,0.00007,0.00004,0.00004,0.00002
YPL011C,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001
YPL012W,0.00008,0.00002,0.00009,0.00005,0.00004,0.00005
YPL013C,0.00005,0.00002,0.00003,0.00002,0.00003,0.00001
YPL014W,0.00070,0.00043,0.00091,0.00058,0.00056,0.00059
YPL015C,0.00027,0.00019,0.00040,0.00024,0.00029,0.00023
YPL016W,0.00116,0.00093,0.00120,0.00065,0.00054,0.00051
YPL017C,0.00749,0.00584,0.00740,0.00580,0.00625,0.00625
YPL018W,0.00427,0.00321,0.00110,0.00099,0.00083,0.00072
YPL019C,0.00009,0.00009,0.00014,0.00017,0.00018,0.00015
YPL020C,0.00014,0.00010,0.00022,0.00036,0.00033,0.00035
YPL021W,0.00004,0.00003,0.00003,0.00003,0.00003,0.00002
YPL022W,0.00003,0.00001,0.00004,0.00003,0.00003,0.00005
YPL023C,0.00119,0.00051,0.00219,0.00177,0.00190,0.00167
YPL024W,0.00178,0.00116,0.00291,0.00243,0.00297,0.00299
YPL025C,0.00004,0.00003,0.00005,0.00005,0.00005,0.00007
YPL026C,0.00024,0.00009,0.00026,0.00022,0.00016,0.00018
YPL027W,0.00103,0.00094,0.00141,0.00115,0.00094,0.00077
YPL028W,0.00008,0.00008,0.00015,0.00013,0.00013,0.00011
YPL029W,0.00003,0.00001,0.00005,0.00004,0.00005,0.00004
YPL030W,0.00000,0.00000,0.00001,0.00001,0.00000,0.00001
YPL031C,0.00029,0.00032,0.00045,0.00065,0.00073,0.00077
YPL032C,0.00013,0.00008,0.00003,0.00005,0.00005,0.00005
YPL033C,0.00027,0.00006,0.00041,0.00027,0.00028,0.00026
YPL034W,0.00005,0.00004,0.00002,0.00001,0.00001,0.00001
YPL035C,0.00544,0.00177,0.00542,0.00371,0.00324,0.00401
YPL036W,0.00067,0.00051,0.00079,0.00069,0.00078,0.00088
YPL037C,0.00003,0.00002,0.00001,0.00003,0.00003,0.00003
YPL038W-A,0.00000,0.00001,0.00005,0.00007,0.00010,0.00010
YPL038W,0.00027,0.00026,0.00049,0.00082,0.00102,0.00098
YPL039W,0.00006,0.00007,0.00005,0.00004,0.00004,0.00007
YPL040C,0.00008,0.00005,0.00005,0.00006,0.00007,0.00005
YPL041C,0.00001,0.00003,0.00002,0.00002,0.00002,0.00003
YPL042C,0.00004,0.00005,0.00006,0.00005,0.00006,0.00003
YPL043W,0.00005,0.00001,0.00004,0.00004,0.00002,0.00002
YPL044C,0.00873,0.00219,0.00833,0.00444,0.00451,0.00480
YPL045W,0.00014,0.00011,0.00011,0.00016,0.00013,0.00012
YPL046C,0.00031,0.00026,0.00052,0.00049,0.00060,0.00054
YPL047W,0.00003,0.00001,0.00004,0.00004,0.00006,0.00005
YPL048W,0.00002,0.00001,0.00002,0.00002,0.00003,0.00003
YPL049C,0.00020,0.00017,0.00024,0.00035,0.00025,0.00033
YPL050C,0.00002,0.00000,0.00003,0.00004,0.00003,0.00001
YPL051W,0.00001,0.00001,0.00001,0.00002,0.00001,0.00002
YPL052W,0.00037,0.00025,0.00038,0.00046,0.00046,0.00042
YPL053C,0.00011,0.00010,0.00004,0.00005,0.00005,0.00006
YPL054W,0.00020,0.00012,0.00043,0.00037,0.00032,0.00036
YPL055C,0.00156,0.00135,0.00173,0.00228,0.00235,0.00242
YPL056C,0.00105,0.00061,0.00119,0.00075,0.00092,0.00084
YPL057C,0.00008,0.00006,0.00017,0.00008,0.00005,0.00002
YPL058C,0.00009,0.00003,0.00009,0.00005,0.00003,0.00002
YPL059W,0.00040,0.00037,0.00037,0.00042,0.00039,0.00038
YPL060W,0.00005,0.00004,0.00005,0.00006,0.00005,0.00006
YPL061W,0.00021,0.00013,0.00012,0.00012,0.00014,0.00011
YPL062W,0.00012,0.00005,0.00009,0.00004,0.00003,0.00006
YPL063W,0.00032,0.00022,0.00054,0.00051,0.00055,0.00052
YPL064C,0.00026,0.00007,0.00042,0.00038,0.00045,0.00046
YPL065W,0.00046,0.00006,0.00081,0.00044,0.00045,0.00052
